pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
2MASS J12073346-3932539 b,2MASS J12073346-3932539,1,1,1,Imaging,2004,Paranal Observatory,Published Confirmed,0,<a refstr=ZHANG_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....170...64Z/abstract target=ref>Zhang et al. 2025</a>,,,,,,,,,15.69257298,0.33626942,-0.44835923,0,1.4,0.03,-0.04,0,1652.707716,190.6970442,-222.4798849,0,5.2,0.6,-0.7,0,Mass,,,,,,,,,1163,23,-21,0,0,<a refstr=ZHANG_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....170...64Z/abstract target=ref>Zhang et al. 2025</a>,M8,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h07m33.38s,181.8890906,-39d32m54.38s,-39.5484399,64.308,0.6569,-0.644,,,,11.945,0.026,-0.026,17.4076,0.002154,-0.002154,3/19/26,2025-08,3/19/26
2MASS J21252752-8138278 b,2MASS J21252752-8138278,1,1,1,Imaging,2024,European Space Agency (ESA) Gaia Satellite,Published Confirmed,0,<a refstr=MICHEL__AMP__MUGRAUER_2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.527.3183M/abstract target=ref>Michel &amp; Mugrauer 2024</a>,,,,,7493,11,-11,0,,,,,,,,,3813.940884,317.828407,-317.828407,0,12,1,-1,0,Mass,,,,,,,,,1616,32,-3,0,0,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h25m27.91s,321.3662989,-81d38m29.36s,-81.6414894,34.1154,0.0811,-0.0807,11.804,0.07,-0.07,7.341,0.04,-0.04,10.8133,0.002088,-0.002088,5/7/24,2024-01,5/7/24
2MASS J22362452+4751425 b,2MASS J22362452+4751425,1,1,1,Imaging,2016,W. M. Keck Observatory,Published Confirmed,0,<a refstr=BOWLER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...18B/abstract target=ref>Bowler et al. 2017</a>,,,,,230,20,-20,0,,,,,,,,,3972.875,476.745,-476.745,0,12.5,1.5,-1.5,0,Mass,,,,,,,,,,,,,0,<a refstr=BOWLER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...18B/abstract target=ref>Bowler et al. 2017</a>,K7 V,4045,35,-35,0,,,,,0.6,0.05,-0.05,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h36m24.62s,339.1025931,+47d51m42.06s,47.861683,69.5737,0.1592,-0.1585,12.368,0.057,-0.057,9.148,0.018,-0.018,11.9484,0.000737,-0.000737,11/9/16,2017-01,11/10/16
2MASS J22501512+2325342 b,2MASS J22501512+2325342,1,1,1,Imaging,2018,The 2 (Two) Micron All Sky Survey (2MASS),Published Confirmed,0,<a refstr=DESROCHERS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...852...55D/abstract target=ref>Desrochers et al. 2018</a>,,,,,518,40,-40,0,,,,,,,,,9534.85221,3496.112477,-1271.313628,0,30,11,-4,0,Mass,,,,,,,,,1600,200,-200,0,0,<a refstr=DESROCHERS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...852...55D/abstract target=ref>Desrochers et al. 2018</a>,M3,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h50m15.22s,342.5634097,+23d25m33.26s,23.4259058,57.2309,0.1437,-0.1429,14.784,0.024,-0.024,9.833,0.017,-0.017,13.5759,0.001143,-0.001143,12/4/25,2018-01,12/4/25
51 Eri b,51 Eri,1,3,1,Imaging,2015,Gemini Observatory,Published Confirmed,0,<a refstr=DUPUY_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.4411D/abstract target=ref>Dupuy et al. 2022</a>,9100,1100,-1500,0,10.4,0.8,-1.1,0,,,,,,,,,3464.329636,,,1,10.9,,,1,Mass,0.57,0.08,-0.06,0,,,,,,,,,0,<a refstr=DUPUY_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.4411D/abstract target=ref>Dupuy et al. 2022</a>,,,,,,,,,,1.75,0.05,-0.05,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h37m36.18s,69.4007424,-02d28m25.77s,-2.4738245,29.7575,0.1213,-0.1203,5.21149,0.023,-0.023,4.537,0.024,-0.024,5.15806,0.0023075,-0.0023075,9/25/25,2022-01,9/25/25
AB Aur b,AB Aur,1,1,1,Imaging,2022,Subaru Telescope,Published Confirmed,0,<a refstr=CURRIE_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs...6..751C/abstract target=ref>Currie et al. 2022</a>,,,,,93.9,49.3,-49.3,0,,,,,,,,,2860.455663,,,0,9,,,0,Mass,0.4,0.2,-0.21,0,,,,,,,,,0,<a refstr=CURRIE_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs...6..751C/abstract target=ref>Currie et al. 2022</a>,,9770,100,-100,0,,,,,2.4,0.2,-0.2,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h55m45.85s,73.9410446,+30d33m03.92s,30.5510888,162.127,1.526,-1.498,7.076,0.042,-0.042,4.23,0.016,-0.016,7.07854,0.001049,-0.001049,4/12/22,2022-04,4/12/22
AB Pic b,AB Pic,1,1,1,Imaging,2005,Paranal Observatory,Published Confirmed,0,<a refstr=CHAUVIN_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...438L..29C/abstract target=ref> Chauvin et al. 2005 </a>,,,,,260,,,0,,,,,,,,,4290.5,158.9,-158.9,0,13.5,0.5,-0.5,0,Mass,,,,,,,,,,,,,0,<a refstr=CHAUVIN_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...438L..29C/abstract target=ref> Chauvin et al. 2005 </a>,K2 V,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h19m12.94s,94.8039208,-58d03m14.83s,-58.0541184,50.0475,0.0735,-0.0733,9.13,0.03,-0.03,6.981,0.024,-0.024,8.8378,0.001332,-0.001332,5/14/14,2005-08,5/14/14
AF Lep b,AF Lep,1,1,1,Imaging,2023,Paranal Observatory,Published Confirmed,0,<a refstr=DENIS_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...696A...6D/abstract target=ref>Denis et al. 2025</a>,8905,400,-150,0,8.996,0.19,-0.077,0,,,,,,,,,1147.360549,155.7359194,-152.5576354,0,3.61,0.49,-0.48,0,Mass,0.015,0.029,-0.011,0,,,,,,,,,0,<a refstr=DENIS_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...696A...6D/abstract target=ref>Denis et al. 2025</a>,F8,,,,,,,,,1.218,0.029,-0.039,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h27m04.78s,81.7699216,-11d54m04.23s,-11.9011752,26.8564,0.0189,-0.0188,6.332,0.035,-0.035,4.926,0.021,-0.021,6.18644,0.0011395,-0.0011395,11/20/25,2025-04,11/20/25
BD+60 1417 b,BD+60 1417,1,1,1,Imaging,2021,Wide-field Infrared Survey Explorer (WISE) Sat,Published Confirmed,0,<a refstr=FAHERTY_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...923...48F/abstract target=ref>Faherty et al. 2021</a>,,,,,1662,,,0,14.68376472,0.67253884,-0.67253884,0,1.31,0.06,-0.06,0,4767.426105,1589.142035,-1589.142035,0,15,5,-5,0,Mass,,,,,,,,,1303,74,-74,0,0,<a refstr=FAHERTY_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...923...48F/abstract target=ref>Faherty et al. 2021</a>,K0,4993,124,-124,0,0.797,0.051,-0.051,0,1,,,0,,,,,,4.5539,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h43m33.01s,190.8875453,+60d00m51.71s,60.0143636,44.9543,0.0593,-0.0592,9.374,0.003,-0.003,7.288,0.024,-0.024,9.17439,0.000533,-0.000533,1/10/22,2021-12,1/10/22
CD-35 2722 b,CD-35 2722,1,1,1,Imaging,2011,Gemini Observatory,Published Confirmed,0,<a refstr=WANG_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026ApJ...997..195W/abstract target=ref>Wang et al. 2026</a>,,,,,67,4,-4,0,17.37392009,0.56044903,-0.67253884,0,1.55,0.05,-0.06,0,9375.938007,1620.924876,-1366.66215,0,29.5,5.1,-4.3,0,Mass,,,,,,,,,,,,,0,<a refstr=WANG_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026ApJ...997..195W/abstract target=ref>Wang et al. 2026</a>,M1 V,3689,100,-100,0,,,,,,,,,-0.16,0.25,-0.25,0,[m/H],4.24,0.5,-0.5,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h09m19.20s,92.3300147,-35d49m31.94s,-35.8255375,22.3896,0.01325,-0.01325,11.041,0.016,-0.016,7.046,0.018,-0.018,10.2176,0.001702,-0.001702,12/11/25,2026-02,12/11/25
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,1,1,Imaging,2011,W. M. Keck Observatory,Published Confirmed,0,<a refstr=LIU_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...740..108L/abstract target=ref> Liu et al. 2011 </a>,10037.50000000000,2737.5,-2737.5,0,2.6,0.3,-0.3,0,,,,,,,,,3337.1,1430.2,-1430.2,0,10.5,4.5,-4.5,0,Mass,,,,,,,,,370,40,-40,0,0,<a refstr=LIU_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...740..108L/abstract target=ref> Liu et al. 2011 </a>,,580.5,24.5,-24.5,0,,,,,0.021,0.009,-0.009,0,,,,,,4.725,0.275,-0.275,0,<a refstr=DELORME_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...484..469D/abstract target=ref> Delorme et al. 2008 </a>,14h58m29.00s,224.6208333,+10d13m43.0s,10.2286111,,,,,,,,,,,,,5/14/14,2011-10,5/14/14
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,1,1,1,Imaging,2020,Hubble Space Telescope,Published Confirmed,0,<a refstr=FONTANIVE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...905L..14F/abstract target=ref>Fontanive et al. 2020</a>,8040000.00000000000,470000.00000000000,-470000,0,200,6,-6,0,20.8487041,0.56044903,-0.56044903,0,1.86,0.05,-0.05,0,2479.061575,222.4798849,-254.2627256,0,7.8,0.7,-0.8,0,Mass,,,,,,,,,1800,40,-40,0,0,<a refstr=FONTANIVE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...905L..14F/abstract target=ref>Fontanive et al. 2020</a>,M9-L1,2320,40,-40,0,0.245,0.007,-0.008,0,0.0147,0.0008,-0.0008,0,,,,,,3.845,0.007,-0.008,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h27m44.23s,246.934277,-23d58m52.14s,-23.98115,,,,,,,14.593,0.098,-0.098,,,,5/17/21,2020-12,5/17/21
CHXR 73 b,CHXR 73,1,1,1,Imaging,2006,Hubble Space Telescope,Published Confirmed,0,<a refstr=LUHMAN_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...649..894L/abstract target=ref> Luhman et al. 2006 </a>,,,,,210,,,0,,,,,,,,,3994.486,2662.991,-1664.369,0,12.569,8.379,-5.237,0,Mass,,,,,,,,,,,,,0,<a refstr=LUHMAN_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...649..894L/abstract target=ref> Luhman et al. 2006 </a>,M3.5,,,,,,,,,0.35,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h06m28.66s,166.6193985,-77d37m33.14s,-77.6258725,190.374,6.647,-6.22,,,,10.703,0.023,-0.023,17.2934,0.001396,-0.001396,5/14/14,2006-10,5/14/14
COCONUTS-2 b,COCONUTS-2 A,1,1,1,Imaging,2021,NASA Infrared Telescope Facility (IRTF),Published Confirmed,0,<a refstr=KIMAN_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026AJ....171...60K/abstract target=ref>Kiman et al. 2026</a>,,,,,,,,,12.57647635,0.0560449,-0.04483592,0,1.122,0.005,-0.004,0,2383.713053,127.1313628,-127.1313628,0,7.5,0.4,-0.4,0,Mass,,,,,,,,,493,9,-9,0,0,<a refstr=KIMAN_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026AJ....171...60K/abstract target=ref>Kiman et al. 2026</a>,,3552,65,-32,0,0.366,0.005,-0.014,0,0.4,0.01,-0.02,0,,,,,,4.91,0.02,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h49m12.22s,117.300914,-76d42m09.71s,-76.702696,10.8864,0.0041,-0.0042,11.298,0.027,-0.027,6.579,0.018,-0.018,10.146,0.001567,-0.001567,5/14/26,2026-02,5/14/26
CT Cha b,CT Cha,1,1,1,Imaging,2007,Paranal Observatory,Published Confirmed,0,<a refstr=SCHMIDT_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...491..311S/abstract target=ref> Schmidt et al. 2008 </a>,,,,,440,,,0,24.66,9.08,-6.73,0,2.2,0.81,-0.6,0,5403,1907,-1907,0,17,6,-6,0,Mass,,,,,,,,,2600,250,-250,0,0,<a refstr=SCHMIDT_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...491..311S/abstract target=ref> Schmidt et al. 2008 </a>,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h04m09.00s,166.0375038,-76d27m19.33s,-76.4553693,190.72,0.778,-0.771,12.335,0.069,-0.069,8.661,0.021,-0.021,11.7733,0.004701,-0.004701,5/14/14,2008-11,5/14/14
CWISEP J193518.59-154620.3 b,CWISEP J193518.59-154620.3,1,1,1,Imaging,2025,James Webb Space Telescope (JWST),Published Confirmed,0,<a refstr=DE_FURIO_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJ...990L..63D/abstract target=ref>De Furio et al. 2025</a>,,,,,2.48,0.27,-0.11,0,,,,,,,,,4926.340309,2701.54146,-2701.54146,0,15.5,8.5,-8.5,0,Mass,,,,,,,,,390,30,-30,0,0,<a refstr=DE_FURIO_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJ...990L..63D/abstract target=ref>De Furio et al. 2025</a>,Y,,,,,,,,,0.024,0.013,-0.013,0,,,,,,,,,,<a refstr=DE_FURIO_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJ...990L..63D/abstract target=ref>De Furio et al. 2025</a>,19h35m18.29212s,293.8262172,-15d46m21.2617s,-15.7725727,14.43,,,,,,,,,,,,4/16/26,2025-09,4/16/26
DH Tau b,DH Tau,1,1,1,Imaging,2004,Subaru Telescope,Published Confirmed,0,<a refstr=PATIENCE_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...540A..85P/abstract target=ref> Patience et al. 2012 </a>,,,,,330,,,0,,,,,,,,,3496,3178,-953,0,11,10,-3,0,Mass,,,,,,,,,,,,,0,<a refstr=PATIENCE_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...540A..85P/abstract target=ref> Patience et al. 2012 </a>,M0.5,,,,,0.27,0.07,-0.07,0,0.33,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h29m41.56s,67.4231674,+26d32m57.80s,26.5493897,134.846,1.282,-1.258,13.98,1.133,-1.133,8.178001,0.026,-0.026,12.4961,0.008997,-0.008997,5/14/14,2012-04,5/14/14
FU Tau b,FU Tau,1,1,1,Imaging,2008,Spitzer Space Telescope,Published Confirmed,0,<a refstr=LUHMAN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...691.1265L/abstract target=ref> Luhman et al. 2009 </a>,,,,,800,,,0,,,,,,,,,5085.28,,,0,16,,,0,Mass,,,,,,,,,2375,,,0,0,<a refstr=LUHMAN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...691.1265L/abstract target=ref> Luhman et al. 2009 </a>,M7.25,2838,,,0,,,,,0.05,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h23m35.40s,65.8974962,+25d03m02.42s,25.0506711,,,,,,,9.324,0.024,-0.024,15.2412,0.002442,-0.002442,3/9/16,2009-02,3/10/16
G 196-3 b,G 196-3,1,1,1,Imaging,2024,European Space Agency (ESA) Gaia Satellite,Published Confirmed,0,<a refstr=MICHEL__AMP__MUGRAUER_2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.527.3183M/abstract target=ref>Michel &amp; Mugrauer 2024</a>,,,,,350,1,-1,0,,,,,,,,,8263.538582,317.828407,-317.828407,0,26,1,-1,0,Mass,,,,,,,,,1670,6,-32,0,0,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h04m21.23s,151.0884754,+50d23m10.25s,50.3861806,21.7912,0.01855,-0.01855,11.672,0.077,-0.077,7.199,0.016,-0.016,10.6123,0.000487,-0.000487,5/8/24,2024-01,5/8/24
GJ 504 b,GJ 504,1,1,1,Imaging,2013,Subaru Telescope,Published Confirmed,0,<a refstr=KUZUHARA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...774...11K/abstract target=ref> Kuzuhara et al. 2013 </a>,,,,,43.5,,,0,,,,,,,,,1271.3,1430.2,-317.8,0,4,4.5,-1,0,Mass,,,,,,,,,510,30,-20,0,0,<a refstr=KUZUHARA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...774...11K/abstract target=ref> Kuzuhara et al. 2013 </a>,G0 V,6234,25,-25,0,,,,,1.22,0.08,-0.08,0,0.28,0.03,-0.03,0,[Fe/H],4.6,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h16m46.16s,199.192348,+09d25m29.92s,9.4249781,17.5299,0.0785,-0.0778,5.18799,0.023,-0.023,4.033,0.238,-0.238,5.04156,0.0040502,-0.0040502,5/14/14,2013-09,5/14/14
GJ 900 b,GJ 900 A,1,3,1,Imaging,2024,Multiple Observatories,Published Confirmed,0,<a refstr=ROTHERMICH_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..253R/abstract target=ref>Rothermich et al. 2024</a>,,,,,12000,,,0,,,,,,,,,3496.112477,,,0,11,,,0,Mass,,,,,,,,,,,,,0,<a refstr=ROTHERMICH_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..253R/abstract target=ref>Rothermich et al. 2024</a>,K7,,,,,,,,,1.08,,,0,-0.63,0.88,-0.11,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h35m00.63s,353.7526177,+01d36m19.88s,1.6055211,20.8065,0.0357,-0.0357,9.59,0.1,-0.1,6.044,0.018,-0.018,9.02571,0.001235,-0.001235,5/29/24,2024-06,5/29/24
GQ Lup b,GQ Lup,1,1,1,Imaging,2004,Paranal Observatory,Published Confirmed,0,<a refstr=NEUHAEUSER_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A%26A...484..281N/abstract target=ref> Neuh&auml;user et al. 2008 </a>,,,,,100,,,0,33.6,5.6,-5.6,0,3,0.5,-0.5,0,6356,,,0,20,,,0,Mass,,,,,,,,,2650,100,-100,0,0,<a refstr=NEUHAUSER_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...435L..13N/abstract target=ref> Neuhauser et al. 2005 </a>,K7e V,,,,,,,,,0.7,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h49m12.09s,237.3003643,-35d39m05.42s,-35.6515055,151.169,1.096,-1.081,11.593,0.137,-0.137,7.096,0.02,-0.02,11.2608,0.008872,-0.008872,5/14/14,2008-06,5/14/14
GSC 06214-00210 b,GSC 06214-00210,1,1,1,Imaging,2010,Palomar Observatory,Published Confirmed,0,<a refstr=LACHAPELLE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...802...61L/abstract target=ref>Lachapelle et al. 2015</a>,,,,,320,30,-30,0,,,,,,,,,5000,300,-300,0,16,1,-1,0,Mass,,,,,,,,,2300,100,-100,0,0,<a refstr=LACHAPELLE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...802...61L/abstract target=ref>Lachapelle et al. 2015</a>,K7,4200,150,-150,0,,,,,0.9,0.1,-0.1,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h21m54.65s,245.4776921,-20d43m09.62s,-20.7193398,108.5,0.513,-0.508,12.416,0.046,-0.046,9.152,0.021,-0.021,11.8633,0.001533,-0.001533,4/1/15,2015-03,4/1/15
GU Psc b,GU Psc,1,1,1,Imaging,2014,Gemini Observatory,Published Confirmed,0,<a refstr=NAUD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787....5N/abstract target=ref> Naud et al. 2014 </a>,,,,,2000,200,-200,0,14.179,1.289,-1.289,0,1.265,0.115,-0.115,0,3591.3,540.3,-540.3,0,11.3,1.7,-1.7,0,Mass,,,,,,,,,1050,50,-50,0,0,<a refstr=NAUD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787....5N/abstract target=ref> Naud et al. 2014 </a>,M3,,,,,,,,,0.325,0.025,-0.025,0,0.1,0.13,-0.13,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h12m35.16s,18.146485,+17d03m54.01s,17.0650029,47.5501,0.1649,-0.1638,14.146,0.099,-0.099,9.345,0.015,-0.015,12.9656,0.001676,-0.001676,5/14/14,2014-05,5/14/14
HD 106906 b,HD 106906,1,1,1,Imaging,2013,Las Campanas Observatory,Published Confirmed,0,<a refstr=BAILEY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...780L...4B/abstract target=ref> Bailey et al. 2014 </a>,,,,,650,,,0,,,,,,,,,3496,636,-636,0,11,2,-2,0,Mass,,,,,,,,,1800,100,-100,0,0,<a refstr=BAILEY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...780L...4B/abstract target=ref> Bailey et al. 2014 </a>,F5 V,6516,165,-165,0,,,,,1.5,0.1,-0.1,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h17m53.12s,184.4713308,-55d58m32.09s,-55.9755805,103.029,0.461,-0.457,7.8,0.03,-0.03,6.683,0.026,-0.026,7.68639,0.000216,-0.000216,5/14/14,2014-01,5/14/14
HD 135344 A b,HD 135344 A,1,2,1,Imaging,2025,Paranal Observatory,Published Confirmed,0,<a refstr=STOLKER_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...700A..21S/abstract target=ref>Stolker et al. 2025</a>,,,,,16.5,2.8,-2,0,16.25302201,0.67253884,-0.33626942,0,1.45,0.06,-0.03,0,3178.28407,444.9597698,-603.8739733,0,10,1.4,-1.9,0,Mass,0.5,0.2,-0.2,0,,,,,1585,82,-73,0,0,<a refstr=STOLKER_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...700A..21S/abstract target=ref>Stolker et al. 2025</a>,A0 V,9540,100,-100,0,1.5,0.01,-0.01,0,,,,,0.05,,,1,[M/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h15m48.92s,228.9538416,-37d08m56.10s,-37.1489176,141.595,1.839,-1.793,7.765,0.002,-0.002,7.563,0.023,-0.023,7.73711,0.000501,-0.000501,8/7/25,2025-08,8/7/25
